REVIEW_ID,DEVICE_ID,LOT_NUMBER,PRODUCT,REGION,DATE,REVIEW_TEXT,RATING
30,SC-2024-341-030,LOT341,SmartCollar,EMEA,2024-11-30,Exceptional quality and reliability. Could not be happier!,5
31,SC-2024-341-031,LOT341,SmartCollar,EMEA,2024-10-24,Works perfectly in all weather conditions. Highly recommend!,4
32,SC-2024-341-032,LOT341,SmartCollar,EMEA,2024-11-30,Best pet collar we've owned. Build quality is outstanding.,5
33,SC-2024-341-033,LOT341,SmartCollar,EMEA,2024-12-07,Best pet collar we've owned. Build quality is outstanding.,4
34,SC-2024-341-034,LOT341,SmartCollar,EMEA,2024-11-30,Very impressed with the durability and battery life.,4
35,SC-2024-341-035,LOT341,SmartCollar,EMEA,2024-11-20,Very impressed with the durability and battery life.,4
36,SC-2024-341-036,LOT341,SmartCollar,EMEA,2024-12-04,Good basic functionality but always room for improvement.,3
37,SC-2024-341-037,LOT341,SmartCollar,EMEA,2024-11-29,Fantastic device with consistent performance. Great value for money.,5
38,SC-2024-341-038,LOT341,SmartCollar,EMEA,2024-11-19,Fantastic device with consistent performance. Great value for money.,4
39,SC-2024-341-039,LOT341,SmartCollar,EMEA,2024-11-28,Love this product! Battery lasts forever and GPS is accurate.,4
40,SC-2024-341-040,LOT341,SmartCollar,EMEA,2024-10-28,Works perfectly in all weather conditions. Highly recommend!,4
41,SC-2024-341-041,LOT341,SmartCollar,EMEA,2024-11-26,"Meets basic needs, solid product overall.",3
42,SC-2024-341-042,LOT341,SmartCollar,EMEA,2024-11-20,Fantastic device with consistent performance. Great value for money.,5
43,SC-2024-341-043,LOT341,SmartCollar,EMEA,2024-12-13,Exceptional quality and reliability. Could not be happier!,4
44,SC-2024-341-044,LOT341,SmartCollar,EMEA,2024-10-27,Great device with excellent battery life. Very satisfied with performance.,4
45,SC-2024-341-045,LOT341,SmartCollar,EMEA,2024-11-10,Exceptional quality and reliability. Could not be happier!,5
46,SC-2024-341-046,LOT341,SmartCollar,EMEA,2024-10-29,Fantastic device with consistent performance. Great value for money.,5
47,SC-2024-341-047,LOT341,SmartCollar,EMEA,2024-11-06,Good basic functionality but always room for improvement.,3
48,SC-2024-341-048,LOT341,SmartCollar,EMEA,2024-11-16,Love this product! Battery lasts forever and GPS is accurate.,5
49,SC-2024-341-049,LOT341,SmartCollar,EMEA,2024-11-12,Perfect collar with amazing battery performance. Highly recommend!,4
50,SC-2024-341-050,LOT341,SmartCollar,EMEA,2024-12-02,Exceptional quality and reliability. Could not be happier!,4
51,SC-2024-341-051,LOT341,SmartCollar,EMEA,2024-12-08,Fantastic device with consistent performance. Great value for money.,5
52,SC-2024-341-052,LOT341,SmartCollar,EMEA,2024-11-06,Best pet collar we've owned. Build quality is outstanding.,4
53,SC-2024-341-053,LOT341,SmartCollar,EMEA,2024-12-06,Best pet collar we've owned. Build quality is outstanding.,5
54,SC-2024-341-054,LOT341,SmartCollar,EMEA,2024-11-16,"Meets basic needs, solid product overall.",3
55,SC-2024-341-055,LOT341,SmartCollar,EMEA,2024-10-29,Perfect collar with amazing battery performance. Highly recommend!,5
56,SC-2024-341-056,LOT341,SmartCollar,EMEA,2024-11-18,Best pet collar we've owned. Build quality is outstanding.,5
57,SC-2024-341-057,LOT341,SmartCollar,EMEA,2024-11-09,Best pet collar we've owned. Build quality is outstanding.,5
58,SC-2024-341-058,LOT341,SmartCollar,EMEA,2024-11-06,Works perfectly in all weather conditions. Highly recommend!,5
59,SC-2024-341-059,LOT341,SmartCollar,EMEA,2024-10-21,Very impressed with the durability and battery life.,5
60,SC-2024-341-060,LOT341,SmartCollar,EMEA,2024-11-10,Satisfactory performance overall. Does what it should.,3
61,SC-2024-341-061,LOT341,SmartCollar,EMEA,2024-11-08,Best pet collar we've owned. Build quality is outstanding.,4
62,SC-2024-341-062,LOT341,SmartCollar,EMEA,2024-12-10,Great device with excellent battery life. Very satisfied with performance.,5
63,SC-2024-341-063,LOT341,SmartCollar,EMEA,2024-11-28,Best pet collar we've owned. Build quality is outstanding.,5
64,SC-2024-341-064,LOT341,SmartCollar,EMEA,2024-11-01,Fantastic device with consistent performance. Great value for money.,4
65,SC-2024-341-065,LOT341,SmartCollar,EMEA,2024-11-18,Satisfactory performance overall. Does what it should.,3
66,SC-2024-341-066,LOT341,SmartCollar,EMEA,2024-10-18,Love this product! Battery lasts forever and GPS is accurate.,4
67,SC-2024-341-067,LOT341,SmartCollar,EMEA,2024-11-23,Very impressed with the durability and battery life.,5
68,SC-2024-341-068,LOT341,SmartCollar,EMEA,2024-11-10,Perfect collar with amazing battery performance. Highly recommend!,4
69,SC-2024-341-069,LOT341,SmartCollar,EMEA,2024-11-17,Very impressed with the durability and battery life.,5
70,SC-2024-341-070,LOT341,SmartCollar,EMEA,2024-11-10,Satisfactory performance overall. Does what it should.,3
71,SC-2024-341-071,LOT341,SmartCollar,EMEA,2024-11-25,Best pet collar we've owned. Build quality is outstanding.,5
72,SC-2024-341-072,LOT341,SmartCollar,EMEA,2024-11-19,Best pet collar we've owned. Build quality is outstanding.,4
73,SC-2024-341-073,LOT341,SmartCollar,EMEA,2024-11-20,Works perfectly in all weather conditions. Highly recommend!,4
74,SC-2024-341-074,LOT341,SmartCollar,EMEA,2024-11-18,"Meets basic needs, solid product overall.",3
75,SC-2024-341-075,LOT341,SmartCollar,EMEA,2024-12-09,Very impressed with the durability and battery life.,5
76,SC-2024-341-076,LOT341,SmartCollar,EMEA,2024-11-26,Best pet collar we've owned. Build quality is outstanding.,5
77,SC-2024-341-077,LOT341,SmartCollar,EMEA,2024-11-06,Works perfectly in all weather conditions. Highly recommend!,4
78,SC-2024-341-078,LOT341,SmartCollar,EMEA,2024-11-16,Love this product! Battery lasts forever and GPS is accurate.,4
79,SC-2024-341-079,LOT341,SmartCollar,EMEA,2024-10-25,Great device with excellent battery life. Very satisfied with performance.,4
80,SC-2024-341-080,LOT341,SmartCollar,EMEA,2024-10-29,Best pet collar we've owned. Build quality is outstanding.,5
81,SC-2024-341-081,LOT341,SmartCollar,EMEA,2024-12-13,Works perfectly in all weather conditions. Highly recommend!,5
82,SC-2024-341-082,LOT341,SmartCollar,EMEA,2024-11-30,Good basic functionality but always room for improvement.,2
83,SC-2024-341-083,LOT341,SmartCollar,EMEA,2024-11-09,Exceptional quality and reliability. Could not be happier!,5
84,SC-2024-341-084,LOT341,SmartCollar,EMEA,2024-11-12,Very impressed with the durability and battery life.,5
85,SC-2024-341-085,LOT341,SmartCollar,EMEA,2024-10-15,Best pet collar we've owned. Build quality is outstanding.,4
86,SC-2024-341-086,LOT341,SmartCollar,EMEA,2024-11-07,Exceptional quality and reliability. Could not be happier!,5
87,SC-2024-341-087,LOT341,SmartCollar,EMEA,2024-10-22,Fantastic device with consistent performance. Great value for money.,4
88,SC-2024-341-088,LOT341,SmartCollar,EMEA,2024-10-16,Very impressed with the durability and battery life.,4
89,SC-2024-341-089,LOT341,SmartCollar,EMEA,2024-10-18,Very impressed with the durability and battery life.,4
90,SC-2024-341-090,LOT341,SmartCollar,EMEA,2024-10-15,Love this product! Battery lasts forever and GPS is accurate.,5
91,SC-2024-341-091,LOT341,SmartCollar,EMEA,2024-11-19,Works as expected. Decent value for money.,3
92,SC-2024-341-092,LOT341,SmartCollar,EMEA,2024-11-09,Works as expected. Decent value for money.,3
93,SC-2024-341-093,LOT341,SmartCollar,EMEA,2024-12-07,Works as expected. Decent value for money.,3
94,SC-2024-341-094,LOT341,SmartCollar,EMEA,2024-11-07,Works as expected. Decent value for money.,3
95,SC-2024-341-095,LOT341,SmartCollar,EMEA,2024-11-08,Perfect collar with amazing battery performance. Highly recommend!,5
96,SC-2024-341-096,LOT341,SmartCollar,EMEA,2024-11-09,Best pet collar we've owned. Build quality is outstanding.,4
97,SC-2024-341-097,LOT341,SmartCollar,EMEA,2024-11-04,Works perfectly in all weather conditions. Highly recommend!,5
98,SC-2024-341-098,LOT341,SmartCollar,EMEA,2024-11-13,Works as expected. Decent value for money.,3
99,SC-2024-341-099,LOT341,SmartCollar,EMEA,2024-11-23,Works perfectly in all weather conditions. Highly recommend!,5
100,SC-2024-341-100,LOT341,SmartCollar,EMEA,2024-12-06,Very impressed with the durability and battery life.,5
101,SC-2024-341-101,LOT341,SmartCollar,EMEA,2024-11-06,Fantastic device with consistent performance. Great value for money.,4
102,SC-2024-341-102,LOT341,SmartCollar,EMEA,2024-11-01,Very impressed with the durability and battery life.,4
103,SC-2024-341-103,LOT341,SmartCollar,EMEA,2024-12-13,"Meets basic needs, solid product overall.",3
104,SC-2024-341-104,LOT341,SmartCollar,EMEA,2024-12-02,Works perfectly in all weather conditions. Highly recommend!,4
105,SC-2024-341-105,LOT341,SmartCollar,EMEA,2024-10-31,Great device with excellent battery life. Very satisfied with performance.,4
106,SC-2024-341-106,LOT341,SmartCollar,EMEA,2024-11-21,Great device with excellent battery life. Very satisfied with performance.,4
107,SC-2024-341-107,LOT341,SmartCollar,EMEA,2024-11-27,Exceptional quality and reliability. Could not be happier!,5
108,SC-2024-341-108,LOT341,SmartCollar,EMEA,2024-12-05,Fantastic device with consistent performance. Great value for money.,4
109,SC-2024-341-109,LOT341,SmartCollar,EMEA,2024-10-29,Love this product! Battery lasts forever and GPS is accurate.,5
110,SC-2024-341-110,LOT341,SmartCollar,EMEA,2024-12-05,Perfect collar with amazing battery performance. Highly recommend!,5
111,SC-2024-341-111,LOT341,SmartCollar,EMEA,2024-12-07,Very impressed with the durability and battery life.,5
112,SC-2024-341-112,LOT341,SmartCollar,EMEA,2024-12-08,Fantastic device with consistent performance. Great value for money.,4
113,SC-2024-341-113,LOT341,SmartCollar,EMEA,2024-11-25,Works perfectly in all weather conditions. Highly recommend!,5
114,SC-2024-341-114,LOT341,SmartCollar,EMEA,2024-12-09,Satisfactory performance overall. Does what it should.,3
115,SC-2024-341-115,LOT341,SmartCollar,EMEA,2024-12-07,Satisfactory performance overall. Does what it should.,3
116,SC-2024-341-116,LOT341,SmartCollar,EMEA,2024-12-11,Satisfactory performance overall. Does what it should.,2
117,SC-2024-341-117,LOT341,SmartCollar,EMEA,2024-11-26,Works perfectly in all weather conditions. Highly recommend!,5
118,SC-2024-341-118,LOT341,SmartCollar,EMEA,2024-10-27,Fantastic device with consistent performance. Great value for money.,5
119,SC-2024-341-119,LOT341,SmartCollar,EMEA,2024-11-30,Best pet collar we've owned. Build quality is outstanding.,4
120,SC-2024-341-120,LOT341,SmartCollar,EMEA,2024-11-24,Works perfectly in all weather conditions. Highly recommend!,5
121,SC-2024-341-121,LOT341,SmartCollar,EMEA,2024-11-08,Very impressed with the durability and battery life.,4
122,SC-2024-341-122,LOT341,SmartCollar,EMEA,2024-11-22,Exceptional quality and reliability. Could not be happier!,5
123,SC-2024-341-123,LOT341,SmartCollar,EMEA,2024-10-24,"Meets basic needs, solid product overall.",2
124,SC-2024-341-124,LOT341,SmartCollar,EMEA,2024-11-12,Perfect collar with amazing battery performance. Highly recommend!,4
125,SC-2024-341-125,LOT341,SmartCollar,EMEA,2024-12-04,Love this product! Battery lasts forever and GPS is accurate.,4
126,SC-2024-341-126,LOT341,SmartCollar,EMEA,2024-10-21,Perfect collar with amazing battery performance. Highly recommend!,5
127,SC-2024-341-127,LOT341,SmartCollar,EMEA,2024-11-02,Works as expected. Decent value for money.,3
128,SC-2024-341-128,LOT341,SmartCollar,EMEA,2024-11-11,Works perfectly in all weather conditions. Highly recommend!,4
129,SC-2024-341-129,LOT341,SmartCollar,EMEA,2024-11-27,Satisfactory performance overall. Does what it should.,2
130,SC-2024-341-130,LOT341,SmartCollar,EMEA,2024-10-17,Perfect collar with amazing battery performance. Highly recommend!,4
131,SC-2024-341-131,LOT341,SmartCollar,EMEA,2024-10-17,Perfect collar with amazing battery performance. Highly recommend!,4
132,SC-2024-341-132,LOT341,SmartCollar,EMEA,2024-11-20,Best pet collar we've owned. Build quality is outstanding.,4
133,SC-2024-341-133,LOT341,SmartCollar,EMEA,2024-12-13,Perfect collar with amazing battery performance. Highly recommend!,4
134,SC-2024-341-134,LOT341,SmartCollar,EMEA,2024-10-15,Great device with excellent battery life. Very satisfied with performance.,5
135,SC-2024-341-135,LOT341,SmartCollar,EMEA,2024-12-04,Works perfectly in all weather conditions. Highly recommend!,4
136,SC-2024-341-136,LOT341,SmartCollar,EMEA,2024-11-13,Fantastic device with consistent performance. Great value for money.,4
137,SC-2024-341-137,LOT341,SmartCollar,EMEA,2024-11-12,Love this product! Battery lasts forever and GPS is accurate.,4
138,SC-2024-341-138,LOT341,SmartCollar,EMEA,2024-10-25,Satisfactory performance overall. Does what it should.,3
139,SC-2024-341-139,LOT341,SmartCollar,EMEA,2024-11-17,Great device with excellent battery life. Very satisfied with performance.,5
140,SC-2024-341-140,LOT341,SmartCollar,EMEA,2024-10-30,Best pet collar we've owned. Build quality is outstanding.,5
141,SC-2024-341-141,LOT341,SmartCollar,EMEA,2024-10-25,Great device with excellent battery life. Very satisfied with performance.,4
142,SC-2024-341-142,LOT341,SmartCollar,EMEA,2024-10-23,Best pet collar we've owned. Build quality is outstanding.,5
143,SC-2024-341-143,LOT341,SmartCollar,EMEA,2024-11-19,Satisfactory performance overall. Does what it should.,3
144,SC-2024-341-144,LOT341,SmartCollar,EMEA,2024-10-18,Best pet collar we've owned. Build quality is outstanding.,4
145,SC-2024-341-145,LOT341,SmartCollar,EMEA,2024-10-15,Works as expected. Decent value for money.,3
146,SC-2024-341-146,LOT341,SmartCollar,EMEA,2024-11-06,Very impressed with the durability and battery life.,4
147,SC-2024-341-147,LOT341,SmartCollar,EMEA,2024-12-10,Satisfactory performance overall. Does what it should.,3
148,SC-2024-341-148,LOT341,SmartCollar,EMEA,2024-10-22,Satisfactory performance overall. Does what it should.,3
149,SC-2024-341-149,LOT341,SmartCollar,EMEA,2024-10-21,Works as expected. Decent value for money.,2
150,SC-2024-341-150,LOT341,SmartCollar,EMEA,2024-10-26,Best pet collar we've owned. Build quality is outstanding.,4
151,SC-2024-341-151,LOT341,SmartCollar,EMEA,2024-11-24,Exceptional quality and reliability. Could not be happier!,5
152,SC-2024-341-152,LOT341,SmartCollar,EMEA,2024-12-05,Works perfectly in all weather conditions. Highly recommend!,4
153,SC-2024-341-153,LOT341,SmartCollar,EMEA,2024-11-17,Love this product! Battery lasts forever and GPS is accurate.,4
154,SC-2024-341-154,LOT341,SmartCollar,EMEA,2024-10-16,Works perfectly in all weather conditions. Highly recommend!,5
155,SC-2024-341-155,LOT341,SmartCollar,EMEA,2024-12-14,Perfect collar with amazing battery performance. Highly recommend!,4
156,SC-2024-341-156,LOT341,SmartCollar,EMEA,2024-10-24,Love this product! Battery lasts forever and GPS is accurate.,4
157,SC-2024-341-157,LOT341,SmartCollar,EMEA,2024-11-12,Love this product! Battery lasts forever and GPS is accurate.,4
158,SC-2024-341-158,LOT341,SmartCollar,EMEA,2024-11-22,Best pet collar we've owned. Build quality is outstanding.,4
159,SC-2024-341-159,LOT341,SmartCollar,EMEA,2024-10-27,Perfect collar with amazing battery performance. Highly recommend!,5
160,SC-2024-341-160,LOT341,SmartCollar,EMEA,2024-11-03,Fantastic device with consistent performance. Great value for money.,4
161,SC-2024-341-161,LOT341,SmartCollar,EMEA,2024-11-24,Great device with excellent battery life. Very satisfied with performance.,4
162,SC-2024-341-162,LOT341,SmartCollar,EMEA,2024-11-17,Works as expected. Decent value for money.,2
163,SC-2024-341-163,LOT341,SmartCollar,EMEA,2024-10-15,Fantastic device with consistent performance. Great value for money.,4
164,SC-2024-341-164,LOT341,SmartCollar,EMEA,2024-10-19,Very impressed with the durability and battery life.,5
165,SC-2024-341-165,LOT341,SmartCollar,EMEA,2024-11-13,Love this product! Battery lasts forever and GPS is accurate.,4
166,SC-2024-341-166,LOT341,SmartCollar,EMEA,2024-12-08,Exceptional quality and reliability. Could not be happier!,5
167,SC-2024-341-167,LOT341,SmartCollar,EMEA,2024-11-09,Fantastic device with consistent performance. Great value for money.,4
168,SC-2024-341-168,LOT341,SmartCollar,EMEA,2024-10-19,Exceptional quality and reliability. Could not be happier!,5
169,SC-2024-341-169,LOT341,SmartCollar,EMEA,2024-12-06,Great device with excellent battery life. Very satisfied with performance.,4
170,SC-2024-341-170,LOT341,SmartCollar,EMEA,2024-11-07,Perfect collar with amazing battery performance. Highly recommend!,4
171,SC-2024-341-171,LOT341,SmartCollar,EMEA,2024-11-25,Good basic functionality but always room for improvement.,3
172,SC-2024-341-172,LOT341,SmartCollar,EMEA,2024-11-05,"Meets basic needs, solid product overall.",3
173,SC-2024-341-173,LOT341,SmartCollar,EMEA,2024-12-14,Best pet collar we've owned. Build quality is outstanding.,5
174,SC-2024-341-174,LOT341,SmartCollar,EMEA,2024-11-18,Perfect collar with amazing battery performance. Highly recommend!,4
175,SC-2024-341-175,LOT341,SmartCollar,EMEA,2024-11-13,Best pet collar we've owned. Build quality is outstanding.,5
176,SC-2024-341-176,LOT341,SmartCollar,EMEA,2024-12-01,Perfect collar with amazing battery performance. Highly recommend!,4
177,SC-2024-341-177,LOT341,SmartCollar,EMEA,2024-12-04,Best pet collar we've owned. Build quality is outstanding.,4
178,SC-2024-341-178,LOT341,SmartCollar,EMEA,2024-10-19,Fantastic device with consistent performance. Great value for money.,4
179,SC-2024-341-179,LOT341,SmartCollar,EMEA,2024-10-19,Good basic functionality but always room for improvement.,3
180,SC-2024-341-180,LOT341,SmartCollar,EMEA,2024-11-29,Exceptional quality and reliability. Could not be happier!,5
181,SC-2024-341-181,LOT341,SmartCollar,EMEA,2024-10-18,Perfect collar with amazing battery performance. Highly recommend!,5
182,SC-2024-341-182,LOT341,SmartCollar,EMEA,2024-12-08,Exceptional quality and reliability. Could not be happier!,4
183,SC-2024-341-183,LOT341,SmartCollar,EMEA,2024-11-16,Great device with excellent battery life. Very satisfied with performance.,5
184,SC-2024-341-184,LOT341,SmartCollar,EMEA,2024-12-08,Very impressed with the durability and battery life.,5
185,SC-2024-341-185,LOT341,SmartCollar,EMEA,2024-11-05,Great device with excellent battery life. Very satisfied with performance.,5
186,SC-2024-341-186,LOT341,SmartCollar,EMEA,2024-11-15,Satisfactory performance overall. Does what it should.,3
187,SC-2024-341-187,LOT341,SmartCollar,EMEA,2024-10-19,Love this product! Battery lasts forever and GPS is accurate.,4
188,SC-2024-341-188,LOT341,SmartCollar,EMEA,2024-11-06,Best pet collar we've owned. Build quality is outstanding.,4
189,SC-2024-341-189,LOT341,SmartCollar,EMEA,2024-11-03,Fantastic device with consistent performance. Great value for money.,5
190,SC-2024-341-190,LOT341,SmartCollar,EMEA,2024-11-08,Great device with excellent battery life. Very satisfied with performance.,5
191,SC-2024-341-191,LOT341,SmartCollar,EMEA,2024-12-10,Very impressed with the durability and battery life.,5
192,SC-2024-341-192,LOT341,SmartCollar,EMEA,2024-11-21,Very impressed with the durability and battery life.,4
193,SC-2024-341-193,LOT341,SmartCollar,EMEA,2024-10-28,Good basic functionality but always room for improvement.,3
194,SC-2024-341-194,LOT341,SmartCollar,EMEA,2024-12-13,Exceptional quality and reliability. Could not be happier!,5
195,SC-2024-341-195,LOT341,SmartCollar,EMEA,2024-11-19,Fantastic device with consistent performance. Great value for money.,4
196,SC-2024-341-196,LOT341,SmartCollar,EMEA,2024-12-09,Love this product! Battery lasts forever and GPS is accurate.,5
197,SC-2024-341-197,LOT341,SmartCollar,EMEA,2024-10-21,Great device with excellent battery life. Very satisfied with performance.,5
198,SC-2024-341-198,LOT341,SmartCollar,EMEA,2024-11-22,Best pet collar we've owned. Build quality is outstanding.,4
199,SC-2024-341-199,LOT341,SmartCollar,EMEA,2024-11-01,Works as expected. Decent value for money.,3
200,SC-2024-341-200,LOT341,SmartCollar,EMEA,2024-10-26,Exceptional quality and reliability. Could not be happier!,5
201,SC-2024-341-201,LOT341,SmartCollar,EMEA,2024-11-11,"Meets basic needs, solid product overall.",3
202,SC-2024-341-202,LOT341,SmartCollar,EMEA,2024-11-04,Love this product! Battery lasts forever and GPS is accurate.,4
203,SC-2024-341-203,LOT341,SmartCollar,EMEA,2024-11-10,Best pet collar we've owned. Build quality is outstanding.,5
204,SC-2024-341-204,LOT341,SmartCollar,EMEA,2024-12-14,Fantastic device with consistent performance. Great value for money.,5
205,SC-2024-341-205,LOT341,SmartCollar,EMEA,2024-12-08,Very impressed with the durability and battery life.,5
206,SC-2024-341-206,LOT341,SmartCollar,EMEA,2024-12-14,Works as expected. Decent value for money.,3
207,SC-2024-341-207,LOT341,SmartCollar,EMEA,2024-11-15,"Meets basic needs, solid product overall.",2
208,SC-2024-341-208,LOT341,SmartCollar,EMEA,2024-12-08,Exceptional quality and reliability. Could not be happier!,4
209,SC-2024-341-209,LOT341,SmartCollar,EMEA,2024-12-09,Perfect collar with amazing battery performance. Highly recommend!,4
210,SC-2024-341-210,LOT341,SmartCollar,EMEA,2024-11-13,Works perfectly in all weather conditions. Highly recommend!,4
211,SC-2024-341-211,LOT341,SmartCollar,EMEA,2024-11-22,Perfect collar with amazing battery performance. Highly recommend!,4
212,SC-2024-341-212,LOT341,SmartCollar,EMEA,2024-12-05,Good basic functionality but always room for improvement.,3
213,SC-2024-341-213,LOT341,SmartCollar,EMEA,2024-11-19,Works as expected. Decent value for money.,3
214,SC-2024-341-214,LOT341,SmartCollar,EMEA,2024-11-13,Works as expected. Decent value for money.,3
215,SC-2024-341-215,LOT341,SmartCollar,EMEA,2024-12-08,"Meets basic needs, solid product overall.",2
216,SC-2024-341-216,LOT341,SmartCollar,EMEA,2024-10-26,Very impressed with the durability and battery life.,5
217,SC-2024-341-217,LOT341,SmartCollar,EMEA,2024-12-11,Fantastic device with consistent performance. Great value for money.,4
218,SC-2024-341-218,LOT341,SmartCollar,EMEA,2024-11-23,Great device with excellent battery life. Very satisfied with performance.,5
219,SC-2024-341-219,LOT341,SmartCollar,EMEA,2024-12-03,Perfect collar with amazing battery performance. Highly recommend!,5
220,SC-2024-341-220,LOT341,SmartCollar,EMEA,2024-10-29,Great device with excellent battery life. Very satisfied with performance.,4
221,SC-2024-341-221,LOT341,SmartCollar,EMEA,2024-11-20,Great device with excellent battery life. Very satisfied with performance.,4
222,SC-2024-341-222,LOT341,SmartCollar,EMEA,2024-10-24,Great device with excellent battery life. Very satisfied with performance.,4
223,SC-2024-341-223,LOT341,SmartCollar,EMEA,2024-12-12,Exceptional quality and reliability. Could not be happier!,5
224,SC-2024-341-224,LOT341,SmartCollar,EMEA,2024-11-03,Exceptional quality and reliability. Could not be happier!,4
225,SC-2024-341-225,LOT341,SmartCollar,EMEA,2024-11-12,Works as expected. Decent value for money.,3
226,SC-2024-341-226,LOT341,SmartCollar,EMEA,2024-10-24,Good basic functionality but always room for improvement.,3
227,SC-2024-341-227,LOT341,SmartCollar,EMEA,2024-11-14,Very impressed with the durability and battery life.,5
228,SC-2024-341-228,LOT341,SmartCollar,EMEA,2024-11-11,Perfect collar with amazing battery performance. Highly recommend!,4
229,SC-2024-341-229,LOT341,SmartCollar,EMEA,2024-11-04,Best pet collar we've owned. Build quality is outstanding.,4
230,SC-2024-341-230,LOT341,SmartCollar,EMEA,2024-12-06,Works as expected. Decent value for money.,2
231,SC-2024-341-231,LOT341,SmartCollar,EMEA,2024-12-14,Great device with excellent battery life. Very satisfied with performance.,4
232,SC-2024-341-232,LOT341,SmartCollar,EMEA,2024-11-17,Perfect collar with amazing battery performance. Highly recommend!,4
233,SC-2024-341-233,LOT341,SmartCollar,EMEA,2024-11-03,Great device with excellent battery life. Very satisfied with performance.,5
234,SC-2024-341-234,LOT341,SmartCollar,EMEA,2024-11-25,"Meets basic needs, solid product overall.",3
235,SC-2024-341-235,LOT341,SmartCollar,EMEA,2024-11-01,"Meets basic needs, solid product overall.",3
236,SC-2024-341-236,LOT341,SmartCollar,EMEA,2024-10-25,Love this product! Battery lasts forever and GPS is accurate.,4
237,SC-2024-341-237,LOT341,SmartCollar,EMEA,2024-11-23,Exceptional quality and reliability. Could not be happier!,5
238,SC-2024-341-238,LOT341,SmartCollar,EMEA,2024-11-06,Great device with excellent battery life. Very satisfied with performance.,5
239,SC-2024-341-239,LOT341,SmartCollar,EMEA,2024-12-04,"Meets basic needs, solid product overall.",3
240,SC-2024-341-240,LOT341,SmartCollar,EMEA,2024-11-25,Works perfectly in all weather conditions. Highly recommend!,4
